Site	Tag#	Species	x	y	Cored?	Year_1st_rec	Mort_Yr	Trunk	F_15_DBH	Sp_16_DBH	Su_16_DBH	Su_17_DBH	Su_18_DBH	Su_19_DBH																					
SJM	0.00	ABXX	55.00	65.00	N	2016.00	2014.00	1.00	NA	NA	62.00	NA	NA	NA																					
SJM	0.00	ABXX	50.00	60.00	N	2016.00	2014.00	1.00	NA	NA	67.50	NA	NA	NA																					
SJM	0.00	ABXX	59.00	69.00	N	2016.00	2014.00	1.00	NA	NA	23.90	NA	NA	NA																					
SJM	0.00	ABMA	58.00	65.00	N	2016.00	2014.00	1.00	NA	NA	48.40	NA	NA	NA																					
SJM	0.00	ABMA	23.00	32.00	N	2016.00	2014.00	1.00	NA	NA	143.20	NA	NA	NA																					
SJM	0.00	ABXX	0.00	77.00	N	2016.00	2014.00	1.00	NA	NA	161.50	NA	NA	NA																					
SJM	0.00	ABXX	4.00	70.00	N	2016.00	2014.00	1.00	NA	NA	93.00	NA	NA	NA																					
SJM	0.00	ABXX	48.00	52.00	N	2016.00	2014.00	1.00	NA	NA	44.10	NA	NA	NA																					
SJM	0.00	ABMA	66.00	50.00	N	2018.00	NA	1.00	NA	NA	NA	NA	NA	NA																					
SJM	2000.00	PICO	20.00	0.00	Y	2015.00	NA	1.00	48.30	NA	48.40	48.30	NA	NA																					
SJM	2000.00	ABMA	30.00	0.00	N	2015.00	NA	1.00	2.10	NA	2.50	NA	NA	NA																					
SJM	2000.00	ABMA	25.00	0.00	N	2015.00	NA	1.00	2.50	NA	3.40	3.50	NA	NA																					
SJM	2000.00	ABMA	32.00	3.50	N	2015.00	NA	1.00	6.60	NA	NA	NA	NA	NA																					
SJM	2000.00	ABMA	16.00	5.00	N	2015.00	NA	1.00	5.10	NA	NA	NA	NA	NA																					
SJM	2000.00	ABCO	0.00	57.00	N	2015.00	NA	1.00	4.00	NA	NA	NA	NA	NA																					
SJM	2000.00	ABMA	3.00	88.00	N	2015.00	NA	1.00	78.00	NA	NA	NA	NA	NA																					
SJM	2000.00	ABCO	3.00	95.00	N	2015.00	NA	1.00	18.10	NA	NA	NA	NA	NA																					
SJM	2000.00	ABCO	10.00	95.00	N	2015.00	NA	1.00	23.10	NA	NA	NA	NA	NA																					
SJM	2000.00	ABCO	1.00	57.00	N	2015.00	NA	1.00	2.00	NA	NA	NA	NA	NA																					
SJM	2000.00	ABMA	4.00	55.00	N	2015.00	NA	1.00	35.30	NA	NA	NA	NA	NA																					
SJM	2000.00	ABCO	3.00	55.00	N	2015.00	NA	1.00	10.50	NA	NA	NA	NA	NA																					
SJM		ABMA	34.00	30.00	N	2019.00	NA	1.00	NA	NA	NA	NA	NA	3.20																					
SJM		PIMO	51.00	27.00	N	2019.00	NA	1.00	NA	NA	NA	NA	NA	6.50																					
SJM		ABMA	61.00	53.00	N	2019.00	NA	1.00	NA	NA	NA	NA	NA	2.10																					
SJM		ABCO	61.00	55.00	N	2019.00	NA	1.00	NA	NA	NA	NA	NA	1.10																					
SJM		ABCO	61.00	55.00	N	2019.00	NA	1.00	NA	NA	NA	NA	NA	1.30																					
SJM		ABCO	31.00	62.00	N	2019.00	NA	1.00	NA	NA	NA	NA	NA	1.80																					
SJM		PIMO	38.00	61.00	N	2019.00	NA	1.00	NA	NA	NA	NA	NA	1.10																					
SJM		ABXX			N	2019.00	NA	1.00	NA	NA	NA	NA	NA	7.90																					
SJP	1.00	ABCO	7.50	0.50	N	2015.00	NA	1.00	68.40	NA	69.90	70.30	68.90	69.20																					
SJP	2.00	ABCO	36.00	17.00	N	2015.00	NA	1.00	112.80	NA	113.50	112.50	115.00	113.90																					
SJP	3.00	ABCO	33.00	13.00	N	2015.00	NA	1.00	105.20	NA	105.90	106.30	107.30	106.50																					
SJP	4.00	PIPO	17.50	0.50	Y	2015.00	NA	1.00	59.30	NA	59.80	59.00	62.00	59.90																					
SJP	5.00	ABCO	19.00	5.00	N	2015.00	NA	1.00	32.40	NA	32.30	32.50	32.80	32.20																					
SJP	6.00	ABCO	26.00	2.00	N	2015.00	NA	1.00	38.30	NA	38.80	39.50	40.70	40.10																					
SJP	7.00	ABCO	28.50	5.50	N	2015.00	NA	1.00	31.10	NA	31.60	31.80	32.10	32.20																					
SJP	8.00	ABCO	22.00	8.50	N	2015.00	NA	1.00	42.40	NA	42.90	43.50	43.70	44.70																					
SJP	9.00	ABCO	34.00	12.50	N	2015.00	NA	1.00	98.30	NA	98.50	99.50	100.80	98.90																					
SJP	10.00	PIPO	35.00	8.50	Y	2015.00	NA	1.00	101.60	NA	102.40	103.20	104.10	104.60																					
SJP	11.00	ABCO	32.00	2.00	N	2015.00	NA	1.00	51.60	NA	51.70	52.30	54.00	53.50																					
SJP	12.00	ABCO	38.00	1.50	N	2015.00	NA	1.00	37.00	NA	37.40	36.90	38.00	37.50																					
SJP	13.00	ABCO	40.50	0.00	N	2015.00	NA	1.00	58.80	NA	59.00	58.80	60.90	60.30																					
SJP	14.00	ABCO	47.00	0.50	N	2015.00	NA	1.00	29.70	NA	28.90	29.40	30.50	30.00																					
SJP	15.00	ABCO	47.50	2.00	N	2015.00	2019.00	1.00	40.80	NA	40.90	40.80	40.90	41.00																					
SJP	16.00	ABCO	46.00	7.00	N	2015.00	NA	1.00	51.30	NA	51.10	51.70	52.10	51.60																					
SJP	17.00	ABCO	42.00	10.50	N	2015.00	NA	1.00	85.60	NA	86.20	86.40	87.40	87.80																					
SJP	18.00	ABCO	41.00	17.00	N	2015.00	NA	1.00	42.00	NA	42.70	43.00	43.30	44.00																					
SJP	19.00	CADE	51.00	20.50	N	2015.00	NA	1.00	49.40	NA	49.40	50.40	50.90	50.90																					
SJP	20.00	ABCO	50.00	9.00	N	2015.00	NA	1.00	58.30	NA	58.60	59.30	59.20	59.50																					
SJP	21.00	ABCO	51.00	4.00	N	2015.00	NA	1.00	65.50	NA	66.70	66.80	67.40	68.50																					
SJP	22.00	CADE	51.50	4.00	N	2015.00	NA	1.00	56.60	NA	56.90	57.20	57.80	58.80																					
SJP	23.00	ABCO	52.00	4.00	N	2015.00	NA	1.00	32.10	NA	32.40	32.00	32.20	32.20																					
SJP	24.00	ABCO	57.00	2.00	N	2015.00	NA	1.00	50.10	NA	50.50	50.50	51.20	51.60																					
SJP	25.00	ABCO	59.50	2.50	N	2015.00	NA	1.00	53.70	NA	54.60	54.90	55.20	56.40																					
SJP	26.00	ABCO	60.00	5.50	N	2015.00	2016.00	1.00	23.60	NA	24.60	NA	NA	NA																					
SJP	27.00	ABCO	56.00	9.00	N	2015.00	NA	1.00	33.60	NA	33.90	38.50	34.20	34.40																					
SJP	28.00	ABCO	56.00	7.50	N	2015.00	NA	1.00	18.40	NA	18.60	16.00	18.40	18.50																					
SJP	29.00	ABCO	58.50	8.00	N	2015.00	NA	1.00	25.80	NA	26.30	26.50	26.60	27.20																					
SJP	30.00	ABCO	9.50	22.00	N	2015.00	2017.00	1.00	128.70	NA	128.70	127.40	NA	NA																					
SJP	31.00	ABCO	8.00	25.00	N	2015.00	2019.00	1.00	110.90	NA	109.10	108.80	111.00	109.80																					
SJP	32.00	CADE	59.00	10.00	N	2015.00	NA	1.00	28.30	NA	28.30	28.10	28.90	29.30																					
SJP	33.00	ABCO	23.00	29.50	N	2015.00	NA	1.00	40.10	NA	40.40	42.00	41.50	41.70																					
SJP	34.00	ABCO	33.50	31.00	N	2015.00	NA	1.00	53.60	NA	54.00	54.20	54.30	54.20																					
SJP	35.00	ABCO	33.00	30.00	N	2015.00	NA	1.00	61.00	NA	61.30	62.00	62.90	62.80																					
SJP	37.00	ABCO	37.00	31.00	N	2015.00	NA	1.00	87.70	NA	86.90	87.80	88.40	89.50																					
SJP	38.00	ABCO	37.00	30.00	N	2015.00	NA	1.00	56.90	NA	57.10	58.50	59.10	58.60																					
SJP	39.00	ABCO	36.00	26.50	N	2015.00	NA	1.00	46.30	NA	47.00	47.50	48.80	47.00																					
SJP	40.00	ABCO	33.00	20.00	N	2015.00	NA	1.00	88.50	NA	87.90	88.30	89.50	89.80																					
SJP	41.00	ABCO	27.50	18.50	N	2015.00	NA	1.00	62.10	NA	62.80	63.00	63.90	64.50																					
SJP	42.00	ABCO	40.50	27.50	N	2015.00	NA	1.00	114.90	NA	114.90	116.20	115.80	115.50																					
SJP	43.00	ABCO	47.50	23.00	N	2015.00	NA	1.00	102.10	NA	102.30	102.30	103.60	104.50																					
SJP	44.00	PILA	53.00	22.00	Y	2015.00	NA	1.00	77.80	NA	76.60	78.70	77.80	78.50																					
SJP	45.00	PIJE	57.00	23.00	N	2015.00	NA	1.00	49.70	NA	48.60	50.20	49.20	50.00																					
SJP	46.00	ABCO	52.00	27.00	N	2015.00	NA	1.00	57.90	NA	58.10	58.50	58.30	59.70																					
SJP	47.00	PIJE	60.00	22.50	Y	2015.00	NA	1.00	42.50	NA	42.50	43.20	42.80	43.40																					
SJP	48.00	PIJE	56.00	35.00	N	2015.00	NA	1.00	83.80	NA	82.10	83.00	82.40	82.60																					
SJP	49.00	ABCO	62.00	23.00	N	2015.00	NA	1.00	38.70	NA	38.90	39.20	38.00	38.80																					
SJP	50.00	ABCO	56.00	30.00	Y	2015.00	NA	1.00	47.10	NA	47.70	48.10	48.50	49.50																					
SJP	51.00	PIJE	57.00	30.00	N	2015.00	NA	1.00	49.50	NA	49.70	50.40	50.90	51.90																					
SJP	52.00	CADE	69.50	28.50	N	2015.00	NA	1.00	45.40	NA	45.50	46.10	46.30	47.30																					
SJP	53.00	ABCO	75.50	26.50	N	2015.00	NA	1.00	24.60	NA	24.50	25.70	24.50	24.90																					
SJP	54.00	PIJE	76.00	26.00	N	2015.00	2018.00	1.00	17.00	NA	17.10	18.00	16.80	NA																					
SJP	55.00	PIJE	73.00	24.00	Y	2015.00	NA	1.00	41.30	NA	41.10	42.10	41.50	42.10																					
SJP	56.00	CADE	71.00	22.00	Y	2015.00	NA	1.00	51.60	NA	51.70	52.20	51.70	51.80																					
SJP	57.00	ABCO	66.00	30.00	N	2015.00	NA	1.00	35.20	NA	35.00	35.40	35.90	36.80																					
SJP	58.00	PIJE	76.00	27.00	Y	2015.00	NA	1.00	55.40	NA	54.80	53.50	55.60	57.50																					
SJP	59.00	ABCO	77.00	34.00	N	2015.00	NA	1.00	53.00	NA	53.00	54.30	NA	54.50																					
SJP	60.00	ABCO	65.00	25.50	N	2015.00	NA	1.00	42.10	NA	42.50	42.90	43.30	44.40																					
SJP	61.00	ABCO	45.00	38.50	N	2015.00	NA	1.00	99.90	NA	100.20	99.80	100.00	100.40																					
SJP	62.00	ABCO	46.00	39.50	N	2015.00	NA	1.00	103.40	NA	103.20	103.30	102.90	102.70																					
SJP	63.00	PIJE	54.00	39.00	N	2015.00	NA	1.00	41.60	NA	41.90	42.10	4.50	41.80																					
SJP	64.00	ABCO	77.00	25.00	N	2015.00	NA	1.00	28.60	NA	29.20	29.20	29.90	31.70																					
SJP	65.00	CADE	76.50	23.50	N	2015.00	2017.00	1.00	20.50	NA	20.90	21.00	NA	NA																					
SJP	66.00	ABCO	76.00	23.50	N	2015.00	2017.00	1.00	43.20	NA	42.80	41.00	NA	NA																					
SJP	67.00	PIJE	76.00	21.50	Y	2015.00	NA	1.00	41.40	NA	41.70	40.00	42.50	43.00																					
SJP	68.00	ABCO	79.00	22.00	N	2015.00	NA	1.00	36.10	NA	36.70	37.00	37.60	38.70																					
SJP	69.00	PIPO	78.00	15.00	Y	2015.00	NA	1.00	22.90	NA	23.10	23.00	23.30	23.70																					
SJP	70.00	ABCO	74.00	14.00	N	2015.00	NA	1.00	47.40	NA	48.30	49.00	49.50	50.30																					
SJP	71.00	ABCO	96.50	71.00	N	2015.00	NA	1.00	29.10	NA	29.90	30.10	30.60	31.40																					
SJP	72.00	ABCO	68.00	18.50	N	2015.00	2019.00	1.00	43.60	NA	43.20	41.20	NA	43.30																					
SJP	73.00	PIJE	67.00	16.00	Y	2015.00	NA	1.00	47.80	NA	37.30	37.30	37.80	37.90																					
SJP	74.00	CADE	69.50	12.00	N	2015.00	NA	1.00	44.20	NA	44.40	44.20	44.60	45.80																					
SJP	75.00	CADE	68.00	9.50	N	2015.00	NA	1.00	46.70	NA	45.60	45.80	46.30	46.80																					
SJP	76.00	PIJE	67.50	7.50	N	2015.00	NA	1.00	67.00	NA	67.60	68.10	68.90	69.20																					
SJP	77.00	ABCO	67.50	5.50	N	2015.00	NA	1.00	32.20	NA	32.60	32.90	33.90	34.20																					
SJP	78.00	PIJE	67.50	1.00	N	2015.00	NA	1.00	25.60	NA	25.00	25.40	25.60	25.40																					
SJP	79.00	CADE	72.00	2.50	N	2015.00	NA	1.00	51.20	NA	51.00	51.50	52.10	53.00																					
SJP	80.00	CADE	70.50	8.50	N	2015.00	NA	1.00	47.10	NA	46.90	48.30	47.50	48.60																					
SJP	81.00	PIJE	71.00	8.50	N	2015.00	2017.00	1.00	21.90	NA	22.00	22.40	NA	NA																					
SJP	82.00	ABCO	74.00	6.00	N	2015.00	2016.00	1.00	13.30	NA	13.50	NA	NA	NA																					
SJP	83.00	CADE	75.00	8.00	N	2015.00	NA	1.00	48.60	NA	49.30	50.00	50.60	51.30																					
SJP	84.00	ABCO	76.00	8.00	N	2015.00	NA	1.00	22.10	NA	22.50	22.70	23.10	23.30																					
SJP	85.00	CADE	79.50	12.00	N	2015.00	NA	1.00	32.30	NA	33.00	35.00	34.00	34.10																					
SJP	86.00	PIPO	88.50	14.50	Y	2015.00	NA	1.00	73.30	NA	74.40	75.00	76.00	77.00																					
SJP	87.00	CADE	92.50	18.50	Y	2015.00	NA	1.00	56.40	NA	56.90	55.00	58.30	59.20																					
SJP	88.00	CADE	98.00	20.50	N	2015.00	NA	1.00	38.20	NA	38.00	36.00	38.00	39.30																					
SJP	89.00	CADE	99.50	12.00	N	2015.00	NA	1.00	32.10	NA	32.70	34.00	34.00	34.40																					
SJP	90.00	PIPO	100.00	32.00	Y	2015.00	NA	1.00	121.00	NA	121.20	121.00	120.90	120.70																					
SJP	91.00	PIJE	93.00	2.50	Y	2015.00	2016.00	1.00	32.10	NA	33.70	NA	NA	NA																					
SJP	92.00	PIJE	97.00	38.50	Y	2015.00	NA	1.00	89.00	NA	88.60	89.50	88.80	88.90																					
SJP	93.00	PIJE	84.00	33.00	Y	2015.00	NA	1.00	46.40	NA	46.30	47.20	48.00	48.70																					
SJP	94.00	PILA	93.00	73.00	N	2015.00	2019.00	1.00	15.00	NA	15.30	15.10	16.00	14.80																					
SJP	95.00	ABCO	89.00	71.00	N	2015.00	NA	1.00	40.80	NA	41.00	41.50	41.60	42.00																					
SJP	96.00	CADE	92.00	74.00	N	2015.00	NA	1.00	21.40	NA	22.20	23.00	22.30	22.90																					
SJP	97.00	CADE	92.00	59.00	N	2015.00	NA	1.00	54.80	NA	55.10	55.40	55.50	56.00																					
SJP	98.00	ABCO	93.00	66.50	N	2015.00	NA	1.00	57.70	NA	58.20	58.50	59.00	60.00																					
SJP	99.00	ABCO	91.00	57.00	N	2015.00	NA	1.00	89.30	NA	89.20	91.50	89.40	90.20																					
SJP	100.00	CADE	97.00	56.00	N	2015.00	NA	1.00	74.60	NA	74.40	76.20	75.60	76.20																					
SJP	101.00	CADE	95.50	47.00	N	2015.00	NA	1.00	15.80	NA	15.80	16.00	16.20	16.50																					
SJP	102.00	PILA	99.50	47.00	N	2015.00	NA	1.00	58.10	NA	58.00	59.40	60.50	61.90																					
SJP	103.00	ABCO	78.00	44.00	Y	2015.00	NA	1.00	119.10	NA	118.50	118.50	119.00	118.30																					
SJP	104.00	CADE	87.00	49.00	N	2015.00	NA	1.00	4.10	NA	4.40	5.60	5.30	6.20																					
SJP	105.00	CADE	75.00	48.00	N	2015.00	NA	1.00	10.00	NA	14.00	11.90	14.90	15.60																					
SJP	106.00	PIJE	75.00	50.00	Y	2015.00	NA	1.00	8.40	NA	9.70	10.10	10.70	12.20																					
SJP	107.00	ABCO	78.00	56.00	N	2015.00	NA	1.00	11.20	NA	12.90	13.00	13.90	15.20																					
SJP	108.00	ABCO	80.00	56.00	N	2015.00	NA	1.00	8.00	NA	9.10	10.00	9.80	12.20																					
SJP	109.00	ABCO	82.00	56.50	N	2015.00	NA	1.00	3.70	NA	4.00	4.20	4.90	7.40																					
SJP	110.00	ABCO	75.50	59.00	N	2015.00	NA	1.00	9.50	NA	10.20	10.50	11.30	12.30																					
SJP	111.00	ABCO	73.00	64.50	N	2015.00	NA	1.00	4.30	NA	4.50	4.60	6.40	7.10																					
SJP	112.00	ABCO	83.00	77.00	N	2015.00	2019.00	1.00	31.50	NA	31.60	31.50	31.50	31.70																					
SJP	113.00	ABCO	84.00	77.00	N	2015.00	NA	1.00	30.20	NA	30.30	32.00	31.10	32.10																					
SJP	114.00	CADE	83.50	78.00	N	2015.00	NA	1.00	28.20	NA	28.50	28.90	29.90	31.30																					
SJP	115.00	ABCO	63.00	67.00	N	2015.00	NA	1.00	41.60	NA	42.40	42.50	43.50	44.30																					
SJP	116.00	ABCO	56.00	73.00	N	2015.00	NA	1.00	29.00	NA	29.00	29.80	29.60	30.40																					
SJP	117.00	ABCO	58.50	69.00	N	2015.00	NA	1.00	107.20	NA	106.10	109.60	107.10	106.50																					
SJP	118.00	PIJE	37.00	40.00	N	2015.00	NA	1.00	87.50	NA	85.10	85.70	86.00	85.10																					
SJP	119.00	ABCO	54.00	72.50	N	2015.00	NA	1.00	32.70	NA	32.50	33.50	33.00	33.50																					
SJP	124.00	ABCO	52.00	74.00	N	2015.00	NA	1.00	18.30	NA	18.60	18.80	19.30	19.80																					
SJP	125.00	ABCO	63.00	78.00	N	2015.00	NA	1.00	98.50	NA	99.20	100.50	100.20	101.20																					
SJP	129.00	ABCO	19.00	78.50	N	2015.00	NA	1.00	53.50	NA	53.60	NA	55.80	55.10																					
SJP	134.00	ABCO	24.00	39.50	N	2015.00	NA	1.00	70.00	NA	70.00	73.80	75.00	73.50																					
SJP	135.00	ABMA	37.00	41.50	N	2015.00	NA	1.00	51.20	NA	50.10	50.50	NA	51.50																					
SJP	136.00	ABMA	10.50	46.50	N	2015.00	NA	1.00	57.20	NA	56.80	57.80	57.70	57.80																					
SJP	137.00	ABMA	9.00	43.50	N	2015.00	NA	1.00	81.20	NA	81.40	83.00	83.80	83.20																					
SJP	138.00	ABCO	24.00	70.00	N	2015.00	NA	1.00	77.90	NA	78.60	79.00	81.20	80.40																					
SJP	139.00	ABCO	40.50	78.00	N	2015.00	2017.00	1.00	74.10	NA	74.20	74.70	NA	NA																					
SJP	140.00	ABCO	37.00	75.00	N	2015.00	NA	1.00	105.50	NA	105.80	107.50	108.70	107.10																					
SJP	140.00	ABCO	38.00	75.00	N	2015.00	2017.00	2.00	105.50	NA	105.70	106.50	NA	NA																					
SJP	149.00	ABCO	30.00	80.00	N	2015.00	NA	1.00	50.80	NA	51.00	51.30	51.90	52.20																					
SJP	150.00	CADE	90.50	49.00	N	2015.00	NA	1.00	28.10	NA	28.30	28.00	28.20	28.80																					
SJP	151.00	ABCO	95.00	77.00	N	2015.00	NA	1.00	57.00	NA	56.80	56.80	57.10	57.80																					
SJP	153.00	ABCO	59.00	40.50	N	2015.00	NA	1.00	77.00	NA	76.90	77.00	77.70	78.00																					
SJP	154.00	PILA	98.00	75.00	N	2015.00	2018.00	1.00	37.10	NA	37.00	37.60	NA	NA																					
SJP	155.00	PILA	100.00	73.00	N	2015.00	NA	1.00	169.00	NA	169.30	170.00	169.70	169.30																					
SJP	156.00	ABCO	67.00	41.50	N	2015.00	NA	1.00	22.20	NA	22.40	22.50	23.40	24.10																					
SJP	157.00	CADE	67.00	45.00	N	2015.00	NA	1.00	71.70	NA	71.90	72.80	73.50	74.50																					
SJP	158.00	ABCO	58.00	42.00	N	2015.00	NA	1.00	37.80	NA	37.60	38.00	37.60	37.90																					
SJP	160.00	ABCO	61.00	45.00	N	2015.00	NA	1.00	101.80	NA	101.80	103.00	102.90	102.10																					
SJP	161.00	ABCO	48.00	54.50	N	2015.00	NA	1.00	85.70	NA	83.60	87.50	85.40	85.20																					
SJP	162.00	PIJE	40.00	59.00	N	2015.00	2019.00	1.00	106.20	NA	105.80	108.20	105.60	105.80																					
SJP	163.00	ABCO	45.00	65.00	N	2015.00	NA	1.00	46.10	NA	46.70	48.60	47.70	49.10																					
SJP	164.00	ABCO	55.00	44.50	N	2015.00	NA	1.00	37.70	NA	37.80	38.40	38.20	38.80																					
SJP	165.00	ABCO	47.00	47.50	N	2015.00	NA	1.00	33.80	NA	34.30	35.00	35.50	35.80																					
SJP	167.00	ABCO	47.50	52.00	N	2015.00	NA	1.00	107.90	NA	107.00	112.30	107.40	107.00																					
SJP	168.00	ABCO	55.00	46.00	N	2015.00	NA	1.00	95.00	NA	94.00	96.50	93.90	95.50																					
SJP	169.00	ABCO	48.50	52.50	N	2015.00	NA	1.00	46.40	NA	46.90	47.00	47.30	48.40																					
SJP	170.00	ABCO	47.50	65.00	N	2015.00	2017.00	1.00	35.00	NA	34.50	35.20	NA	NA																					
SJP	171.00	ABCO	48.00	62.00	N	2015.00	2017.00	1.00	19.50	NA	18.50	19.30	NA	NA																					
SJP	172.00	ABCO	59.00	66.00	N	2015.00	NA	1.00	94.20	NA	94.70	96.60	94.80	95.10																					
SJP	173.00	ABCO	58.00	64.00	N	2015.00	NA	1.00	103.60	NA	105.50	108.20	105.70	105.00																					
SJP	174.00	ABCO	58.00	60.00	N	2015.00	NA	1.00	41.20	NA	41.10	43.50	41.40	42.00																					
SJP	175.00	ABCO	60.00	56.00	N	2015.00	NA	1.00	59.10	NA	59.40	60.30	61.50	61.10																					
SJP	176.00	ABMA	29.50	46.00	N	2015.00	NA	1.00	61.20	NA	60.20	60.50	62.00	62.30																					
SJP	177.00	ABCO	38.00	50.50	Y	2015.00	2019.00	1.00	146.60	NA	143.30	147.00	146.50	142.10																					
SJP	178.00	ABCO	51.00	64.00	N	2015.00	NA	1.00	53.20	NA	53.50	55.00	53.80	54.20																					
SJP	179.00	ABCO	57.00	62.00	N	2015.00	NA	1.00	24.70	NA	25.50	25.50	25.20	26.00																					
SJP	180.00	ABCO	61.00	55.00	N	2015.00	NA	1.00	20.90	NA	20.80	21.80	21.00	21.10																					
SJP	181.00	ABCO	61.50	55.00	N	2015.00	NA	1.00	38.30	NA	39.20	40.40	40.20	40.90																					
SJP	182.00	ABMA	15.00	49.00	N	2015.00	NA	1.00	72.10	NA	71.70	73.00	74.50	74.50																					
SJP	183.00	ABMA	13.00	48.50	N	2015.00	NA	1.00	44.00	NA	43.80	45.50	44.10	44.20																					
SJP	184.00	ABMA	21.50	70.00	N	2015.00	NA	1.00	73.60	NA	73.00	73.50	74.80	74.00																					
SJP	184.00	ABMA	21.00	70.00	N	2016.00	2016.00	2.00	NA	NA	17.80	NA	NA	NA																					
SJP	186.00	ABCO	26.00	77.00	N	2015.00	NA	1.00	50.20	NA	51.00	52.30	51.20	52.10																					
SJP	187.00	ABCO	36.00	70.00	N	2015.00	NA	1.00	111.10	NA	109.80	110.00	110.50	110.50																					
SJP	188.00	ABCO	39.00	72.00	N	2015.00	2017.00	1.00	122.80	NA	121.10	122.00	NA	NA																					
SJP	189.00	ABCO	47.00	72.00	N	2015.00	NA	1.00	21.50	NA	22.50	22.00	21.70	21.50																					
SJP	190.00	ABCO	47.50	72.50	N	2015.00	NA	1.00	55.60	NA	54.60	56.50	55.60	55.50																					
SJP	191.00	PILA	57.00	77.00	N	2015.00	NA	1.00	35.40	NA	45.70	47.00	46.70	47.50																					
SJP	192.00	ABCO	58.00	76.00	N	2015.00	2017.00	1.00	20.60	NA	20.60	20.50	NA	NA																					
SJP	201.00	PIPO	98.50	0.00	N	2016.00	2017.00	1.00	NA	NA	47.50	48.00	48.10	NA																					
SJP	202.00	ABCO	25.00	78.00	N	2018.00	NA	1.00	NA	NA	NA	NA	31.10	31.50																					
SJP	203.00	CADE	84.00	77.00	N	2018.00	NA	1.00	NA	NA	NA	NA	1.70	2.00																					
SJP	0.00	ABXX	17.00	16.00	N	2016.00	2014.00	1.00	NA	NA	20.60	NA	NA	NA																					
SJP	0.00	ABXX	16.00	5.50	N	2016.00	2014.00	1.00	NA	NA	23.10	NA	NA	NA																					
SJP	0.00	ABXX	20.00	16.50	N	2016.00	2014.00	1.00	NA	NA	25.90	NA	NA	NA																					
SJP	0.00	ABXX	19.00	18.50	N	2016.00	2014.00	1.00	NA	NA	40.90	NA	NA	NA																					
SJP	0.00	ABXX	19.00	21.00	N	2016.00	2014.00	1.00	NA	NA	23.40	NA	NA	NA																					
SJP	0.00	ABXX	18.00	24.00	N	2016.00	2014.00	1.00	NA	NA	35.70	NA	NA	NA																					
SJP	0.00	ABXX	10.50	45.00	N	2016.00	2014.00	1.00	NA	NA	30.50	NA	NA	NA																					
SJP	0.00	ABXX	13.00	46.00	N	2016.00	2014.00	1.00	NA	NA	43.40	NA	NA	NA																					
SJP	0.00	ABXX	10.00	52.00	N	2016.00	2014.00	1.00	NA	NA	10.90	NA	NA	NA																					
SJP	0.00	ABXX	15.00	53.00	N	2016.00	2014.00	1.00	NA	NA	26.20	NA	NA	NA																					
SJP	0.00	ABXX	17.00	59.00	N	2016.00	2014.00	1.00	NA	NA	18.40	NA	NA	NA																					
SJP	0.00	ABXX	18.00	56.00	N	2016.00	2014.00	1.00	NA	NA	13.10	NA	NA	NA																					
SJP	0.00	ABXX	20.00	54.00	N	2016.00	2014.00	1.00	NA	NA	20.90	NA	NA	NA																					
SJP	0.00	ABXX	20.00	54.50	N	2016.00	2014.00	1.00	NA	NA	69.00	NA	NA	NA																					
SJP	0.00	ABXX	29.00	1.00	N	2016.00	2014.00	1.00	NA	NA	18.00	NA	NA	NA																					
SJP	0.00	ABXX	21.00	11.00	N	2016.00	2014.00	1.00	NA	NA	31.40	NA	NA	NA																					
SJP	0.00	ABXX	21.00	12.00	N	2016.00	2014.00	1.00	NA	NA	21.30	NA	NA	NA																					
SJP	0.00	ABXX	24.00	11.00	N	2016.00	2014.00	1.00	NA	NA	18.90	NA	NA	NA																					
SJP	0.00	ABXX	27.50	15.00	N	2016.00	2014.00	1.00	NA	NA	17.70	NA	NA	NA																					
SJP	0.00	ABXX	25.00	51.00	N	2016.00	2014.00	1.00	NA	NA	30.30	NA	NA	NA																					
SJP	0.00	ABXX	28.00	59.00	N	2016.00	2014.00	1.00	NA	NA	41.90	NA	NA	NA																					
SJP	0.00	ABXX	34.00	3.50	N	2016.00	2014.00	1.00	NA	NA	21.50	NA	NA	NA																					
SJP	0.00	ABXX	33.50	4.00	N	2016.00	2014.00	1.00	NA	NA	20.80	NA	NA	NA																					
SJP	0.00	ABXX	31.00	7.50	N	2016.00	2014.00	1.00	NA	NA	12.40	NA	NA	NA																					
SJP	0.00	CADE	37.00	9.00	N	2016.00	2014.00	1.00	NA	NA	26.80	NA	NA	NA																					
SJP	0.00	ABXX	39.00	20.00	N	2016.00	2014.00	1.00	NA	NA	20.00	NA	NA	NA																					
SJP	0.00	ABXX	37.50	30.00	N	2016.00	2014.00	1.00	NA	NA	30.70	NA	NA	NA																					
SJP	0.00	ABXX	36.00	42.50	N	2016.00	2014.00	1.00	NA	NA	15.90	NA	NA	NA																					
SJP	0.00	ABXX	37.00	46.00	N	2016.00	2014.00	1.00	NA	NA	39.40	NA	NA	NA																					
SJP	0.00	ABXX	33.00	48.00	N	2016.00	2014.00	1.00	NA	NA	15.40	NA	NA	NA																					
SJP	0.00	ABXX	30.50	51.00	N	2016.00	2014.00	1.00	NA	NA	40.20	NA	NA	NA																					
SJP	0.00	ABXX	20.50	78.50	N	2016.00	2014.00	1.00	NA	NA	8.80	NA	NA	NA																					
SJP	0.00	ABXX	16.00	65.00	N	2016.00	2014.00	1.00	NA	NA	56.40	NA	NA	NA																					
